id	en	ja	es	de	fr	it	pt_BR	es_US	pl	zh	tr	se	en_US	ru
ta_mode_leaderboard	Leaderboard	ランキング	Tabla de Clasificación	Ranglisten		Tabellone	Tabela de Classificações	Tabla de posiciones	Tablica Wyników	排行榜	Liderlik Tablosu	Topplista		Список лидеров
ta_mode_singlerun	Single Run	ＩＬ	Nivel Único	Einzel-Speedrun		Partita Singola	Fase Única	Sólo un nivel	Pojedyńczy Bieg	單關挑戰	Tekli Koşu	Enkel Omgång		Одиночный забег
ta_start	Start!	スタート	¡Comenzar!	Start!	Aller !	Inizia!	Iniciar!	¡Empezar!	Start!	開始！	Başla!	Start!		Старт!
ta_levellist	Level List	ステージリスト	Lista de Niveles	Level-Liste		Lista dei Livelli	Lista de Fases	Lista de niveles	Lista Etapów	關卡列表	Seviye Listesi	Nivålista		Список уровней
ta_newrun_desc	Start a new speedrun!	新しいＲＴＡを始まる。	¡Comienza una nueva partida!	Starte einen neuen Speedrun!	Démarrer un nouveau speedrun !	Inizia una nuova partita veloce!	Inicie uma nova run!	¡Empieza una nueva speedrun!	Zacznij nowy speedrun!	開始進行新的Speedrun！	Yeni bir speedrun'a başla!	Starta en ny speedrun!		Начать новое быстрое прохождение!
ta_mode_singlerun_desc	Play individual levels.	個々のレベルをＲＴＡする。	Juega niveles individuales.	Spiele einzelne Level.	Joue un niveau.	Gioca livelli individuali.	Jogue fases individuais.	Juega niveles individuales.	Graj w indywidualne etapy.	遊玩獨立關卡。	Özel bölümler oyna.	Spela individuela nivåer.		Пройти отдельно уровни.
ta_mode_desc_anypercent	The New Game experience!\nTime ends when defeating Alf Layla Wa Layla.	ニューゲームプラス体験だ！\nアルフ・ライラ・ワ・ライラを倒すとタイムが終了する。	¡De principio a fin, desde cero!\nEl cronómetro se detiene tras derrotar a Alf Leyla wa-Leyla.	Mit """New Game"""-Regeln!\nZeit wird gestoppt sobald Alf Layla Wa Layla besiegt wurde.	Une expérience New Game!\nLe chronomètre s'arrête quand Alf Layla Wa Layla est vaincu.	L'esperienza del New Game!\nIl cronometro si ferma quando sconfiggi Alf Layla Wa Layla.	Do começo ao fim, desde o zero!\nO cronômetro para após derrotar Alf Layla wa-Layla.	¡Experimenta un nuevo juego!\nEl tiempo se detiene al vencer a Alf Leyla wa Leyla.	Doświadczenie Nowej Gry!\nCzas kończy się po pokonaniu Alf Layla Wa Layla.	以無紀錄狀態進行挑戰！計時會在打倒一千零一夜時結束。	Yeni Oyun deneyimi!\nAlf Layla Wa Layla'yı yendiğinde süre sona erer.	Nytt Spel upplevelsen!\nTiden stannar när du slår Alf Layla Wa Layla.		Новая игра!\nВремя заканчивается после победы\nнад Альф-Лейла-ва-Лейла.
ta_mode_desc_goalpercent	All """Go for the Goal""" stages!\nTime ends when finishing Night Palace.	すべての「ゴー　フォー　ザ　ゴールl」ステージ！\nナイト　パレスをクリアするとタイムが終了する。	¡Todos los niveles de """Llega a la Meta"""!\nEl cronómetro se detiene tras superar el Palacio Nocturno.	Alle """Erreiche das Ziel"""-Levels!\nZeit wird gestoppt sobald Night Palace durchgespielt wurde.	Tous les stages """Atteindre l'arrivé""" !\nLe chronomètre s'arrête en finissant Night Palace.	Tutti i livelli """Vai verso il Traguardo"""\nIl cronometro si ferma quando concludi il Palazzo Notturno.	Todos as fases de """Chegue até o Fim"""!\nO cronômetro para após finalizar Night Palace.	¡Todas las misiones """Llega a la meta"""!\nEl tiempo se detiene al terminar Palacio Nocturno.	Wszystkie etapy """Dobiegnij do Mety"""!\nCzas kończy się po pokonaniu Nocnego Pałacu.	挑戰全「抵達終點」任務關卡！計時會在暗夜宮廷通關時結束。	Tüm """Hedefe Git""" aşamaları!\nGece Sarayı'nı bitirdiğinizde süre sona erer.	Alla """Sikta på målet""" banor!\nTiden stannar när du klarar Natt Palatset.		Пройти все уровни до финиша!\nВремя заканчивается после победы\nнад Альф-Лейла-ва-Лейла.
ta_mode_desc_bossrush	All Boss stages!\nTime ends when defeating Alf Layla Wa Layla.	すべてのボスステージ！\nアルフ・ライラ・ワ・ライラを倒すとタイムが終了する。	¡Lucha contra todos los Jefes!\nEl cronómetro se detiene tras derrotar a Alf Leyla wa-Leyla.	Alle Boss-Levels!\nZeit wird gestoppt sobald Alf Layla Wa Layla besiegt wurde.	Tous les stages de Boss !\nLe chronomètre s'arrête lorsque Alf Layla Wa Layla est vaincu.	Tutti gli scontri contro i Boss!\nIl cronometro si ferma quando sconfiggi Alf Layla Wa Laya.	Todos as fases de Chefe!\nO cronômetro para após derrotar Alf Layla wa-Layla.	¡Todos los jefes!\nEl tiempo se detiene al vencer a Alf Leyla wa Leyla.	Wszystkie etapy Bossów! \nCzas kończy się po pokonaniu Alf Layla Wa Layla.	挑戰全「擊敗Boss」任務關卡！\n計時會在打倒一千零一夜時結束。	Tüm Boss aşamaları!\nAlf Layla Wa Layla'yı yendiğinde süre sona erer.	Alla Boss banor!\nTiden stannar när du slår Alf Layla Wa Layla.		Пройти все уровни с боссами!\nВремя заканчивается после победы\nнад Альф-Лейла-ва-Лейла.
ta_start_desc	Start the run!	ＲＴＡ始める	¡Empezar la paritda!	Starte den Speedrun!		Inizia la partita!	Inicia a run!	¡Comenzar speedrun!	Rozpocznij Speedrun!	開始Speedrun！	Koşmaya başla!	Starta omgången!		Начать забег!
ta_levellist_desc	Show the levels being played in this run.	ＲＴＡのステージリストを表示する。	Mostrar los niveles que se jugarán en esta partida.	Zeige die Levels, die in dem Speedrun gespielt werden.		Mostra i livelli attualmente giocati in questa partita.	Mostra as fases que farão parte dessa run.	Muestra los niveles que se jugaran en esta speedrun.	Pokaż etapy grane w tym biegu.	顯示本次Speedrun要遊玩的關卡。	Bu koşuda oynanmış seviyeleri göster.	Visa nivåerna som spelas denna omgång.		Показать уровни, пройденные в этом забеге.
														
ta_results_total	Total Time	トタルタイム	Tiempo Total	Gesamtzeit		Tempo Totale	Tempo Total	Tiempo total	Ogólny Czas	總共時間	Toplam Süre	Total Tid		Общее время
ta_results		結果	Resultados	Ergebnis		Risultati	Resultados	Resultados	Wynik	結果	Sonuçlar	Resultat		Результаты
ta_newrecord	New Record	ニュウレコード	Nuevo Récord	Neuer Rekord		Nuovo Record	Novo Recorde	Nuevo récord			Yeni Rekor	Nytt Rekord		
ta_continue	Continue Run	ＲＴＡをつづけく	Reanudar Partida	Speedrun Fortsetzen		Continua Partita	Continuar Run	Continuar speedrun	Kontynuuj Bieg	繼續Speedrun	Koşuya Devam	Fortsätt Omgång		Продолжить забег
ta_continue_desc	Continues the last active run.	前回のＲＴＡが続く。	Reanuda la última partida activa.	Setze Speedrun fort?		Continuare la partita salvata?	Continuar run salva?	¿Continuar la speedrun guardada?	Kontynuować zapisany bieg?	繼續儲存Speedrun紀錄？	Son aktif koşudan devam eder	Fortsätt den senast aktiva omgången.		Продолжить сохранённый забег?
ta_alert_overwrite	Overwrite current run?	前回のＲＴＡを上書きします。\nよろしいですか?	¿Quieres sobreescribir la partida en curso?	Überschreibe jetzigen Speedrun?		Sovrascrivere la partita salvata?	Substituir pela run atual?	¿Sobreescribir la speedrun guardada?	Nadpisać obecny bieg?	覆蓋本次Speedrun紀錄？	Anlık koşunun üstüne yazılsın mı?	Skriv över nuvarande omgången?		Перезаписать текущий забег?
ta_restartrun	Restart Run	リスタート	Reiniciar Partida	Speedrun Neustarten		Ricomincia la Partita	Reiniciar Run	Reiniciar speedrun	Zrestartuj Bieg	重新開始Speedrun	Koşuyu Tekrarla	Starta om omgången?		Начать заново забег
ta_restarts	Restarts			Anzahl der Neustarts										Перезапуск забега
spb_controls_random	Play Random	ランダムさいせい	Reproducir al Azar	Zufälliges Spiel	Au hasard	Gioca in modo Casuale	Reproduzir Aleatoriamente	Reproducción aleatoria	Zagraj Losowe	隨機遊玩	Rastgele Oyna	Spela Slumpmässigt		Случайный порядок
spb_controls_zoom	Zoom	ズームレベル	Zoom	Zoomen	Zoom	Ingrandimento	Zoom	Zoom	Przybliż	放大	Yakınlaştır	Zooma		Увеличить
spb_controls_play	Play	さいせい	Reproducir	Spielen	Jouer	Riproduci	Reproduzir	Reproducir	Graj	遊玩	Oyna	Spela 		Проиграть
spb_controls_hide	Hide Menu	メニュー トグル	Ocultar el Menú	Menü Verstecken	Cacher le menu	Nascondi il Menu	Esconder o Menu	Ocultar menú	Ukryj Menu	隱藏選單	Menüyü Gizle	Göm Meny		Скрыть меню
spb_controls_move	Move	うごく	Mover	Bewegen		Muovi	Mover	Mover	Ruch	移動	Hareket et	Flytta		Отдалить
spb_controls_scale	Scale	サイズ	Redimensionar	Skalieren		Ridimensiona	Redimensionar	Escalar	Skala	縮放	Ölçek	Skala		Приблизить
														
														
sys_options	Options	設定	Opciones	Optionen	Options	Opzioni	Opções	Opciones	Ustawienia	設定	Ayarlar	Inställningar		Настройки
option_mute	Mute	ミュート	Silenciado	Stummschalten	Sourdine	Silenzia	Mudo	Mudo	Wycisz	靜音	Sesini kapat	Ljudlös		Без звука
option_enable	Enabled	はい	Sí	An	Activé	Attivato	Ativado	Activado	Włączono	啟用	Etkinleştirilmiş	Aktiverad		Включено
option_disable	Disabled	いいえ	No	Aus	Désactivé	Disattivato	Desativado	Desactivado	Wyłączono	關閉	Engellenmiş	Avaktiverad		Выключено
option_hold	Hold	ホールド	Mantener	Halten	Maintenir	Mantieni	Segurar	Mantener	Trzymaj	長押	Tut	Håll in		Удержание
option_toggle	Toggle	トグル	Pulsar	Umschalten	Activer / Désactiver	Attiva/Disattiva	Ativar/Desativar	Activar/Desactivar	Wciśnij	切換	Değiştir	Växla		Переключение
option_both	Both	両方	Ambos	Beides		Entrambi	Ambos	Ambos	Oba	同時啟用	İkiside	Båda		Оба варианта
option_attack	Attack	アタック	Atacar	Angriff	Attaquer	Attacco	Atacar	Atacar	Atak	攻擊	Saldır	Attackera		Атака
option_stomp	Stomp	ストンプ	Caída Rápida	Stampfen	Piétiner	Calpestata	Pisada	Pisotón	Tupnięcie	墜擊	Ez	Stampa		Растаптывание
option_high	High	高	Alto	Hoch	Élevé	Alto	Alto	Alto	Wysokie	高	Yüksek	Hög		Высокие
option_medium	Medium	中	Medio	Mittel	Moyen	Medio	Médio	Medio	Średnie	中	Orta	Medium		Средние
option_low	Low	低	Bajo	Niedrig	Faible	Basso	Baixo	Bajo	Niskie	低	Düşük	Låg		Низкие
option_hard_shadows	Hard Shadows	最低	Sombras Definidas	Harte Schatten	Ombres définies	Ombre Definite	Sombras Definidas	Sombras definidas	Twarde Cienie	最低	Sert Gölgeler	Svåra Skuggor		Большие тени
option_retail	Retail	オリジナル	Original	Original	Original	Originale	Original	Original	Wersja Pudełkowa	原始版本	Orijinal	Butiksversion		Релизная версия
option_hud_e3	E3 2006		E3 2006	E3 2006	E3 2006	E3 2006	E3 de 2006	E3 2006	E3 2006	E3 2006 版	E3 2006	E3 2006		E3 2006 версия
option_reignited	Reignited	リミックス	Nueva	Reignition	Reignition	Reignited	Reignition	Reencendido	Odnowiona	Reignited 版	Yeniden Ateşlendi	Återtänd		Новая версия
option_style1	Style 1	スタイル１	Estilo 1	Stil 1	Style 1	Stile 1	Estilo 1	Estilo 1	Styl 1	風格 1	Stil 1	Stil 1		Стиль 1
option_style2	Style 2	スタイル２	Estilo 2	Stil 2	Style 2	Stile 2	Estilo 2	Estilo 2	Styl 2	風格 2	Stil 2	Stil 2		Стиль 2
option_horizontal	Horizontal	横向き	Horizontal	Horizontal	Horizontal	Orizzontale	Horizontal	Horizontal	Horyzontalny	橫向	Yatay	Horisontell		Горизонтально
option_vertical	Vertical	縦向き	Vertical	Vertikal	Vertical	Verticale	Vertical	Vertical	Wertykalny	縱向	Dikey	Verikal		Вертикально
														
option_video	Video	画面設定	Vídeo	Video	Vidéo 	Video	Vídeo	Video	Wideo	影像	Video	Video		Видео
option_audio	Audio	音声設定	Audio	Audio	Audio 	Audio	Áudio	Audio	Dżwiek	聲音	Ses	Ljud		Аудио
option_lang	Language	言語設定	Idioma	Sprache	Langage	Lingua	Idioma	Idioma	Język	語言	Dil	Språk		Язык
option_control	Controls	コントロール設定	Controles	Steuerung	Contrôles	Controlli	Controles	Controles	Sterowanie	控制	Kontroller	Kontroller		Управление
option_interface	Interface	インターフェース	Interfaz	Interface	Interface	Interfaccia	Interface	Interfaz	Interfejs	介面	Arayüz	Gränssnitt		Интерфейс
option_reset_settings	Reset Settings	設定をリセット	Configuración Preestablecida	Einstellungen zurücksetzen	Paramètres par défaut	Impostazioni Predefinite	Redefinir Configurações	Restablecer ajustes	Zresetuj Ustawienia	重置設定	Ayarları Sıfırla	Återställ Inställningar		Сброс настроек
option_reset_controls	Reset Input Mappings	コントロールをリセット	Restablecer Valores de Entrada	Input Mappings zurücksetzten	Réinitialiser les contrôles	Resetta la Mappatura del Controller	Redefinir Controles	Restablecer mapeo de entradas	Zresetuj Sterowanie	重置操控按鍵設定	Kontrol Eşlemelerini Sıfırla	Återställ Inmatningsmappningar		Сброс настроек геймпада
														
option_target_display	Target Display	ターゲットディスプレイ	Monitor Deseado	Ziel-Monitor	Écran	Seleziona Schermo	Tela	Monitor de destino	Docelowy Wyświetlacz	目標顯示	Hedef Gösterimi	Målskärm		Монитор
option_display	Display 0	ディスプレイ0	Monitor 0	Monitor 0	Affichage 0	Schermo 0	Tela 0	Monitor 0	Wyświetlacz 0	顯示 0	Görüntü 0	Skärm 0		Дисплей 0
option_window_size	Window Size	ディスプレイサイズ	Tamaño de la Ventana	Fenstergröße	Taille de la fenêtre	Dimensione della Finestra	Tamanho da Janela	Tamaño de la ventana	Rozmiar Okna	視窗大小	Pencere Boyutu	Fönster Storlek		Разрешение экрана
option_aspect	Aspect Ratio	アスペクト比	Relación de Aspecto	Seitenverhältnis	Rapport hauteur largeur	Rapporto D'aspetto	Proporção da Tela	Relación de aspecto	Format Obrazu	長寬比	En Boy Oranı	Bildformat		Соотношение сторон
